Waypoint(Transform(Location(x=228.821075, y=114.995583, z=0.605375), Rotation(pitch=1.173292, yaw=91.393204, roll=0.000000)))
Waypoint(Transform(Location(x=76.136887, y=193.341080, z=0.771931), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=75.738731, y=193.342072, z=0.763073), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=75.340591, y=193.343063, z=0.754215), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=74.942444, y=193.344055, z=0.745356), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=74.544304, y=193.345047, z=0.736498), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=74.146149, y=193.346039, z=0.727640), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=73.748009, y=193.347046, z=0.718782), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=73.349869, y=193.348038, z=0.709924), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=72.951714, y=193.349030, z=0.701065), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=72.553581, y=193.350021, z=0.692207), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=72.155441, y=193.351013, z=0.683349), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=71.757294, y=193.352005, z=0.674491), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=71.359154, y=193.352997, z=0.665633), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=70.960999, y=193.353989, z=0.656774), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=70.562859, y=193.354980, z=0.647916), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=70.164711, y=193.355988, z=0.639058), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=69.766571, y=193.356979, z=0.630200), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=69.368431, y=193.357971, z=0.621342), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=68.970276, y=193.358963, z=0.612484), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=68.572128, y=193.359955, z=0.603625), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=68.173988, y=193.360947, z=0.594767), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=67.775841, y=193.361938, z=0.585909), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=67.377701, y=193.362930, z=0.577051), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=66.979561, y=193.363922, z=0.568193), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=66.581421, y=193.364929, z=0.559335), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=66.183266, y=193.365921, z=0.550476), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=65.785118, y=193.366913, z=0.541618), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=65.386986, y=193.367905, z=0.532760), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=64.988831, y=193.368896, z=0.523902), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=64.590683, y=193.369888, z=0.515043), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=64.192551, y=193.370880, z=0.506186), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=63.794399, y=193.371872, z=0.497327), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=63.396244, y=193.372864, z=0.488469), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=62.998104, y=193.373856, z=0.479611), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=62.599979, y=193.374863, z=0.470753), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=62.201817, y=193.375854, z=0.461894), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=61.803684, y=193.376846, z=0.453036), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=61.405537, y=193.377838, z=0.444178), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=61.007389, y=193.378830, z=0.435320), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=60.609249, y=193.379822, z=0.426462), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=60.211109, y=193.380814, z=0.417604), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=59.812954, y=193.381805, z=0.408745), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=59.414806, y=193.382797, z=0.399887), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=59.016666, y=193.383804, z=0.391029), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=58.618526, y=193.384796, z=0.382171), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=58.220371, y=193.385788, z=0.373313), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=57.822239, y=193.386780, z=0.364454), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=57.424076, y=193.387772, z=0.355596), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=57.025974, y=193.388763, z=0.346739), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=56.355671, y=193.390442, z=0.331828), Rotation(pitch=-1.271115, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=55.957661, y=193.391434, z=0.323057), Rotation(pitch=-1.254203, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=55.559696, y=193.392426, z=0.314404), Rotation(pitch=-1.237293, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=55.161770, y=193.393417, z=0.305870), Rotation(pitch=-1.220384, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=54.763935, y=193.394409, z=0.297455), Rotation(pitch=-1.203479, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=54.366177, y=193.395401, z=0.289158), Rotation(pitch=-1.186578, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=53.968441, y=193.396393, z=0.280980), Rotation(pitch=-1.169677, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=53.570690, y=193.397385, z=0.272919), Rotation(pitch=-1.152776, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=53.173054, y=193.398376, z=0.264977), Rotation(pitch=-1.135880, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=52.775570, y=193.399368, z=0.257156), Rotation(pitch=-1.118990, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=52.378216, y=193.400360, z=0.249454), Rotation(pitch=-1.102105, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=51.980976, y=193.401352, z=0.241871), Rotation(pitch=-1.085226, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=51.583828, y=193.402344, z=0.234407), Rotation(pitch=-1.068351, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=51.186848, y=193.403336, z=0.227064), Rotation(pitch=-1.051482, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=50.790104, y=193.404327, z=0.219841), Rotation(pitch=-1.034624, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=50.393452, y=193.405319, z=0.212737), Rotation(pitch=-1.017769, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=49.996853, y=193.406311, z=0.205750), Rotation(pitch=-1.000917, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=49.600338, y=193.407288, z=0.198881), Rotation(pitch=-0.984069, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=49.204037, y=193.408279, z=0.192133), Rotation(pitch=-0.967229, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=48.807934, y=193.409271, z=0.185504), Rotation(pitch=-0.950398, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=48.411999, y=193.410263, z=0.178995), Rotation(pitch=-0.933574, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=48.016224, y=193.411240, z=0.172604), Rotation(pitch=-0.916757, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=47.620594, y=193.412231, z=0.166332), Rotation(pitch=-0.899946, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=47.225262, y=193.413223, z=0.160181), Rotation(pitch=-0.883147, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=46.830105, y=193.414200, z=0.154148), Rotation(pitch=-0.866356, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=46.435078, y=193.415192, z=0.148232), Rotation(pitch=-0.849571, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=46.040134, y=193.416183, z=0.142434), Rotation(pitch=-0.832789, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=45.645405, y=193.417160, z=0.136754), Rotation(pitch=-0.816016, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=45.250919, y=193.418152, z=0.131194), Rotation(pitch=-0.799254, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=44.856640, y=193.419128, z=0.125751), Rotation(pitch=-0.782500, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=44.462551, y=193.420120, z=0.120427), Rotation(pitch=-0.765755, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=44.068653, y=193.421097, z=0.115220), Rotation(pitch=-0.749017, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=43.674984, y=193.422073, z=0.110131), Rotation(pitch=-0.732289, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=43.281612, y=193.423065, z=0.105161), Rotation(pitch=-0.715575, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=42.888409, y=193.424042, z=0.100307), Rotation(pitch=-0.698867, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=42.495327, y=193.425018, z=0.095570), Rotation(pitch=-0.682164, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=42.102421, y=193.425995, z=0.090949), Rotation(pitch=-0.665469, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=41.709759, y=193.426987, z=0.086446), Rotation(pitch=-0.648784, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=41.317356, y=193.427963, z=0.082059), Rotation(pitch=-0.632110, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=40.925167, y=193.428940, z=0.077790), Rotation(pitch=-0.615445, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=40.533192, y=193.429916, z=0.073636), Rotation(pitch=-0.598789, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=40.141415, y=193.430893, z=0.069599), Rotation(pitch=-0.582142, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=39.749966, y=193.431870, z=0.065678), Rotation(pitch=-0.565509, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=39.358761, y=193.432846, z=0.061874), Rotation(pitch=-0.548885, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=38.967716, y=193.433823, z=0.058184), Rotation(pitch=-0.532269, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=38.576794, y=193.434799, z=0.054609), Rotation(pitch=-0.515658, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=38.186115, y=193.435776, z=0.051150), Rotation(pitch=-0.499057, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=37.795704, y=193.436752, z=0.047806), Rotation(pitch=-0.482468, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=37.405544, y=193.437729, z=0.044577), Rotation(pitch=-0.465890, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=37.015621, y=193.438690, z=0.041463), Rotation(pitch=-0.449321, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=36.625896, y=193.439667, z=0.038463), Rotation(pitch=-0.432761, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=36.236423, y=193.440643, z=0.035577), Rotation(pitch=-0.416212, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=35.847294, y=193.441605, z=0.032807), Rotation(pitch=-0.399677, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=35.458355, y=193.442581, z=0.030150), Rotation(pitch=-0.383150, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=35.069576, y=193.443542, z=0.027606), Rotation(pitch=-0.366630, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=34.680965, y=193.444519, z=0.025175), Rotation(pitch=-0.350117, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=34.292622, y=193.445496, z=0.022858), Rotation(pitch=-0.333616, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=33.904568, y=193.446457, z=0.020654), Rotation(pitch=-0.317127, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=33.516750, y=193.447418, z=0.018563), Rotation(pitch=-0.300648, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=33.129162, y=193.448395, z=0.016585), Rotation(pitch=-0.284178, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=32.741779, y=193.449356, z=0.014720), Rotation(pitch=-0.267718, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=32.354710, y=193.450317, z=0.012967), Rotation(pitch=-0.251271, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=31.967936, y=193.451294, z=0.011326), Rotation(pitch=-0.234836, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=31.581347, y=193.452255, z=0.009797), Rotation(pitch=-0.218409, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=31.194910, y=193.453217, z=0.008379), Rotation(pitch=-0.201989, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=30.808680, y=193.454178, z=0.007073), Rotation(pitch=-0.185577, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=30.422747, y=193.455139, z=0.005878), Rotation(pitch=-0.169178, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=30.037081, y=193.456100, z=0.004794), Rotation(pitch=-0.152790, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=29.651659, y=193.457062, z=0.003822), Rotation(pitch=-0.136413, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=29.266451, y=193.458023, z=0.002960), Rotation(pitch=-0.120045, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=28.881472, y=193.458984, z=0.002208), Rotation(pitch=-0.103686, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=28.496843, y=193.459946, z=0.001567), Rotation(pitch=-0.087343, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=28.112467, y=193.460907, z=0.001036), Rotation(pitch=-0.071010, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=27.727854, y=193.461868, z=0.000614), Rotation(pitch=-0.054667, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=27.344065, y=193.462830, z=0.000302), Rotation(pitch=-0.038359, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=26.960596, y=193.463791, z=0.000100), Rotation(pitch=-0.022065, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=26.576471, y=193.464737, z=0.000007), Rotation(pitch=-0.005743, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=26.193514, y=193.465698, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=25.810518, y=193.466660, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=25.427477, y=193.467606, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=25.045168, y=193.468567, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=24.662020, y=193.469513, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=24.279772, y=193.470474, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=23.897921, y=193.471420, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=23.515261, y=193.472382, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=23.133348, y=193.473328, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=22.751635, y=193.474289, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=22.370028, y=193.475235, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=21.988543, y=193.476196, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=21.607180, y=193.477142, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=21.225954, y=193.478088, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=20.844835, y=193.479050, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=20.463854, y=193.479996, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=20.083010, y=193.480942, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=19.702272, y=193.481888, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=19.321672, y=193.482849, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=18.941179, y=193.483795, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=18.560808, y=193.484741, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=18.180544, y=193.485687, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=17.800402, y=193.486633, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=17.420366, y=193.487595, z=0.000000), Rotation(pitch=0.000000, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=17.040440, y=193.488541, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=16.660620, y=193.489487, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=16.280905, y=193.490433, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=15.901293, y=193.491379, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=15.521782, y=193.492325, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=15.142370, y=193.493271, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=14.763057, y=193.494217, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=14.383838, y=193.495163, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=14.004714, y=193.496109, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=13.625681, y=193.497055, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=13.246740, y=193.498001, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=12.867889, y=193.498947, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=12.489124, y=193.499893, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=12.110445, y=193.500839, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=11.731852, y=193.501785, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=11.353339, y=193.502731, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=10.974910, y=193.503677, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=10.596559, y=193.504623, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=10.218287, y=193.505569, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=9.840091, y=193.506500, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=9.461974, y=193.507446, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=9.083928, y=193.508392, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=8.705956, y=193.509338, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=8.328057, y=193.510284, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=7.950227, y=193.511215, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=7.572468, y=193.512161, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=7.194777, y=193.513107, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=6.817152, y=193.514053, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=6.439590, y=193.514984, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=6.062099, y=193.515930, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=5.684667, y=193.516876, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=5.307298, y=193.517822, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=4.929989, y=193.518753, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=4.552740, y=193.519699, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=4.175552, y=193.520645, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
Waypoint(Transform(Location(x=3.798419, y=193.521576, z=0.000000), Rotation(pitch=0.000000, yaw=-180.142944, roll=0.000000)))
